mukey,n
188335,125
188337,37
188338,5
188339,5
188341,2
188342,167
188343,193
188344,11
188346,22
188347,12
188349,4
188350,3
188351,1
188353,153
188354,150
188355,14
188356,13
188358,117
188359,42
188360,2
188362,6
188363,4
188364,2
188365,66
188366,8
188367,8
188368,16
188371,18
188372,28
188375,36
188376,15
188377,89
188378,190
188379,1968
188380,14
188381,2993
188382,907
188384,47
188385,1
188386,4
188387,53
188388,71
188396,26
188397,10
188398,515
188399,48
188401,8
188402,4
188403,1
188405,6
188406,24
188407,46
188409,23
188410,5
188411,7
188412,395
188415,1
188418,15
188420,151
188421,16
188422,51
188423,2
188424,9
188431,1
188436,10
188438,21
188440,2
188441,5
188445,1
188451,2
188485,1
188486,1
188495,2
188539,5
188543,1
188551,13
188552,1
188608,9
188615,1
188616,2
188619,6
188620,8
188625,2
188626,6
188629,2
188630,22
188631,6
188632,1
188634,15
188635,6
188637,1
188639,2
188641,4
188643,4
188644,4
188646,3
188647,2
188648,2
188649,1
188650,10
188651,8
188652,2
188656,3
188663,2
188674,3
188678,13
188680,31
188681,3
188682,1
188684,5
188685,3
188688,2
188693,8
188694,12
188697,5
188698,21
188699,2
188700,4
188709,12
188710,4
188711,15
188712,3
188713,12
188714,4
188715,1
188718,1
188720,8
188721,1
188722,22
188723,1
188724,9
188727,2
188730,3
188733,2
188748,2
188755,2
188757,6
188760,2
188761,1
188780,6
188798,2
188799,1
188880,15
189105,1
189108,60
189109,4
189110,6
189111,50
189112,1
189113,8
189114,1
189115,13
189116,6
189120,4
189124,1
189125,2
189126,1
189127,1
189128,18
189129,50
189130,2
189133,21
189135,2
189136,1
189137,1
189139,15
189140,4
189141,11
189142,22
189143,6
189144,83
189146,2
189147,13
189148,1
189151,3
189152,3
189161,4
189162,8
189164,4
189165,1
189166,2
189167,4
189169,17
189170,21
189171,16
189172,29
189174,41
189175,26
189177,1
189179,14
189180,28
189181,2
189184,15
189185,49
189187,3
189188,6
189189,72
189190,2
189191,1
189192,3
189193,5
189194,1
189195,9
189198,16
189199,6
189200,2
189203,1
189204,4
189207,7
189208,25
189209,11
189213,2
189214,20
189216,8
189220,26
189221,110
189222,4
189223,10
189224,17
189226,5
189228,1
189229,2
189231,6
189232,5
189234,24
189235,2
189236,23
189237,54
189238,43
189240,11
189241,4
189245,14
189246,30
189250,5
189254,4
189256,3
189258,4
189259,15
189260,2
189265,1
189266,3
189268,2
189269,25
189270,50
189271,7
189272,10
189274,2
189275,177
189276,46
189277,1
189278,59
189282,1
189283,2
189289,4
189290,3
189291,9
189292,16
189293,46
189294,2
189295,199
189296,47
189297,4
189298,2
189300,6
189301,64
189302,40
189303,33
189308,1
189309,5
189310,2
189312,3
189318,2
189319,2
189326,1
189331,2
189334,16
189335,13
189336,5
189337,12
189349,4
189350,2
189351,1
189352,2
189356,3
189361,1
189374,1
189391,36
189392,24
189393,6
189400,1
189404,1
189414,2
189415,2
189417,2
189420,1
189422,5
189423,22
189424,2
189425,7
189427,1
189428,1
189429,1
189430,4
189432,1
189433,2
189434,3
189446,1
189449,2
189456,2
189457,1
189459,7
189461,6
189463,13
189465,7
189468,2
189470,1
189476,1
189478,3
189480,1
189481,3
189483,1
189484,14
189485,14
189486,2
189488,13
189490,7
189491,1
189492,5
189493,1
189494,11
189495,11
189497,1
189499,1
189501,3
189503,4
189505,6
189507,1
189508,1
189509,1
189510,1
189511,14
189512,6
189513,6
189514,3
189518,2
189519,6
189521,4
189522,3
189523,4
189524,4
189526,10
189528,2
189531,2
189532,29
189533,8
189535,5
189541,24
189545,22
189549,1
189551,5
189556,1
189559,3
189560,1
189569,2
189571,1
189575,3
189580,1
189583,1
189584,1
189586,12
189587,15
189588,8
189590,4
189591,2
189593,11
189594,26
189595,12
189597,1
189598,7
189599,4
189600,2
189606,3
189608,1
189621,4
189622,18
189634,2
189635,3
189641,3
189644,1
189647,8
189648,2
189651,1
189652,1
189775,2
189779,82
189795,1
189875,2
189886,3
189887,12
189894,1
189896,2
189897,3
189898,19
189899,9
189900,1
189901,2
189902,1
189903,25
189904,5
189913,4
189915,1
189924,3
189931,4
189933,7
189936,6
189937,4
189956,2
189971,2
189975,2
189977,1
189979,1
189980,2
189982,2
189983,6
189986,1
189987,9
189988,5
189989,2
189992,3
189993,4
189994,1
189999,55
190000,2
190001,1
190002,25
190003,15
190004,19
190005,1
190010,1
190011,14
190014,1
190017,2
190018,5
190021,2
190022,9
190023,4
190024,10
190026,2
190030,1
190032,7
190036,3
190038,2
190039,5
190041,8
190042,4
190043,1
190044,2
190045,5
190046,14
190048,1
190049,1
190056,36
190057,1
190058,6
190059,5
190060,1
190061,1
190063,1
190064,14
190065,41
190066,2
190067,11
190068,2
190069,9
190071,3
190072,5
190073,3
190074,4
190075,10
190076,34
190079,4
190080,15
190082,7
190083,3
190084,5
190088,1
190090,2
190091,1
190092,16
190094,6
190095,14
190096,5
190097,3
190099,4
190103,7
190104,2
190105,10
190106,4
190107,15
190108,7
190109,3
190110,3
190112,28
190113,3
190114,48
190115,31
190116,12
190117,26
190118,2
190119,1
190120,2
190122,1
190125,3
190126,12
190127,11
190129,3
190131,1
190132,6
190133,1
190134,1
190136,56
190137,93
190140,27
190141,33
190142,4
190143,16
190144,14
190145,6
190147,9
190148,24
190149,20
190150,1
190151,6
190153,4
190154,2
190155,1
190156,1
190157,1
190158,63
190159,8
190160,38
190161,25
190162,7
190163,13
190164,3
190165,1
190167,2
190168,44
190169,3
190170,22
190171,24
190172,1
190173,7
190174,1
190176,3
190177,5
190179,8
190181,1
190182,1
190183,2
190184,4
190186,1
190189,6
190190,1
190192,6
190193,5
190195,2
190197,1
190198,5
190199,1
190200,1
190203,5
190204,2
190206,3
190209,2
190210,4
190212,4
190213,18
190214,4
190215,4
190216,4
190218,8
190220,1
190222,5
190223,11
190224,5
190226,1
190227,1
190229,1
190233,3
190234,2
190241,3
190244,1
190246,1
190265,3
190280,2
190300,2
190304,2
190312,1
190313,7
190314,2
190322,9
190323,4
190324,8
190325,2
190326,1
190328,1
190329,2
190330,7
190331,2
190332,19
190333,9
190334,4
190335,28
190336,17
190338,33
190339,4
190340,25
190341,5
190342,5
190343,2
190345,7
190351,6
190352,9
190359,4
190360,1
190363,1
190364,2
190372,5
190375,1
190376,3
190379,1
190383,2
190384,5
190390,1
190395,2
190410,1
190411,3
190413,5
190416,13
190423,1
190433,19
190434,17
190435,13
190436,5
190440,1
190443,22
190444,11
190445,8
190446,5
190447,2
190456,1
190463,6
190465,1
190466,1
190469,4
190473,1
190478,1
190479,8
190482,1
190509,1
190513,1
190539,3
190543,3
190552,4
190560,8
190561,5
190562,3
190565,1
190570,1
190576,7
190578,1
190579,5
190582,1
190588,3
190589,1
190592,2
190593,1
190599,4
190600,2
190601,11
190603,8
190606,1
190607,2
190609,1
190615,1
190616,1
190620,1
190626,1
190627,2
190634,1
190638,2
190644,3
190647,1
190649,4
190650,4
190652,28
190658,3
190663,1
190686,2
190688,1
190691,2
190692,2
190693,1
190697,3
190703,3
190704,1
190705,1
190712,1
190715,1
190723,11
190725,4
190729,4
190734,2
190736,12
190737,25
190738,38
190739,16
190741,3
190742,7
190743,7
190744,2
190745,46
190746,3
190747,3
190748,1
190749,41
190750,25
190751,18
190752,4
190753,2
190755,21
190756,3
190760,6
190761,1
190762,5
190767,3
190777,3
190778,2
190780,4
190781,1
190787,2
190788,1
190793,7
190794,12
190795,2
190796,7
190797,2
190799,5
190801,2
190804,1
190806,3
190807,2
190809,1
190814,2
190815,1
190819,1
190820,5
190821,3
190826,6
190827,5
190828,2
190829,1
190830,6
190832,4
190833,1
190834,6
190836,1
190837,1
190839,2
190845,2
190846,3
190857,15
190859,34
190860,5
190862,9
190863,72
190864,20
190865,3
190866,16
190867,5
190868,11
190869,28
190870,17
190871,37
190872,1
190873,5
190875,3
190876,27
190877,15
190878,3
190879,12
190882,1
190883,18
190884,2
190885,10
190886,2
190890,4
190891,13
190892,18
190893,1
190896,6
190897,4
190898,51
190899,16
190900,6
190901,3
190904,9
190905,6
190907,5
190909,2
190910,27
190911,23
190912,50
190915,15
190916,6
190917,5
190918,2
190919,1
190920,4
190921,5
190928,1
190929,1
190933,3
190937,6
190938,115
190939,13
190940,11
190942,3
190943,7
190944,5
190945,1
190946,59
190947,12
190948,2
190949,2
190952,1
190953,1
190956,1
190957,4
190958,11
190959,56
190960,9
190967,1
190968,1
190969,3
191017,1
191046,1
191252,3
191255,96
191261,1
191263,2
191267,22
191268,5
191275,5
191278,15
191285,13
191288,5
191292,21
191293,312
191294,38
191295,41
191298,11
191299,2
191300,6
191301,34
191302,1
191305,2
191306,1
191307,1
191308,1
191310,8
191311,3
191312,6
191315,32
191316,6
191317,4
191318,7
191319,30
191320,23
191323,1
191324,11
191327,3
191329,1
191331,2
191334,2
191336,58
191337,7
191339,10
191340,6
191341,2
191342,4
191344,7
191345,5
191352,26
191363,2
191364,2
191365,1
191366,1
191367,3
191370,1
191382,3
191384,4
191386,2
191389,12
191390,4
191391,4
191392,8
191394,1
191395,4
191396,11
191397,25
191398,5
191442,2
191446,1
191477,7
191479,2
191481,1
191484,4
191488,5
191489,2
191506,9
191507,3
191515,1
191517,1
191519,1
191534,9
191535,3
191547,1
191553,1
191554,13
191555,3
191556,2
191557,2
191692,8
191693,1
191694,49
191695,17
191696,29
191700,20
191701,6
191709,3
191712,8
191713,3
191719,4
191724,3
191725,2
191798,15
191799,6
191824,7
191827,5
191829,7
191830,13
191831,3
191832,5
191834,3
191835,1
191838,33
191841,2
191845,2
191848,13
191849,2
191850,14
191851,46
191852,1
191853,9
191854,2
191859,7
191865,2
191867,1
191869,3
191874,19
191885,47
191886,2
191888,3
191890,6
191894,1
191895,2
191901,33
191906,12
191928,10
191945,4
191946,2
191947,2
191954,1
191955,2
191956,5
191957,2
191959,1
191962,1
191964,1
191971,1
191972,2
191976,2
191977,3
191978,4
191979,4
191981,4
191982,1
191986,4
191997,3
191999,7
192000,3
192001,18
192002,3
192011,6
192026,1
192032,1
192035,1
192036,1
192051,1
192061,1
192062,1
192064,1
192072,2
192085,2
192086,2
192112,1
192113,1
192116,1
192122,1
192123,1
192135,1
192136,2
192138,1
192139,2
192140,2
192144,1
192145,1
192168,1
192174,2
192185,5
192236,2
192239,5
192244,3
192247,3
192248,1
192249,1
192253,4
192254,8
192255,2
192256,17
192257,5
192259,2
192261,3
192262,11
192264,15
192266,3
192272,2
192280,2
192285,13
192286,4
192287,2
192288,3
192293,2
192294,3
192296,17
192299,30
192300,10
192316,32
192317,2
192318,26
192319,10
192324,5
192330,2
192331,1
192332,1
192343,2
192344,3
192401,4
192402,2
192404,5
192406,76
192407,5
192408,185
192409,52
192410,17
192411,186
192412,11
192413,84
192416,14
192417,11
192418,2
192420,21
192421,12
192423,26
192424,19
192425,1
192426,24
192428,30
192429,37
192431,123
192432,47
192433,28
192435,2
192436,150
192437,18
192438,68
192439,21
192440,6
192441,6
192442,2
192443,2
192444,3
192446,1
192447,32
192628,26
192629,4
192630,2
192631,94
192632,92
192633,36
192635,9
192636,81
192637,77
192638,172
192641,27
192642,45
192643,4
192644,4
192645,5
192646,21
192647,14
192648,32
192649,39
192650,27
192651,65
192652,3
192653,7
192654,37
192655,16
192656,28
192661,4
192662,2
192663,19
192664,49
192665,20
192666,10
192667,327
192668,90
192669,14
192670,41
192671,23
192672,33
192673,131
192674,45
192675,37
192676,1
192677,80
192678,434
192679,26
192680,28
192681,17
192684,4
192685,24
192686,18
192687,3
192689,27
192690,32
192691,13
192692,13
192693,21
192694,33
192695,20
192696,7
192697,9
192701,99
192702,59
192703,8
192704,4
192705,24
192706,307
192707,144
192708,13
192709,1
192710,21
192711,9
192712,19
192713,2
192714,25
192715,7
192716,19
192717,15
192719,8
192720,13
192721,34
192722,63
192723,98
192724,42
192729,11
192730,48
192731,45
192732,125
192733,30
192735,5
192736,5
192740,21
192741,64
192742,3
192743,4
192744,75
192745,3
192746,11
192748,3
192749,18
192750,1
193172,1
193255,6
193256,13
193257,2
193258,2
193265,1
193267,4
193268,1
193269,1
193271,1
193275,3
193276,1
193277,10
193278,1
193279,8
193286,1
193351,2
193358,1
193362,6
193363,1
193364,10
193365,15
193371,2
193422,2
193495,138
193499,3
193501,65
193503,3
193505,1
193507,1
193509,4
193813,7
195559,29
195571,15
195684,31
195690,4
195691,171
195695,106
195699,129
195700,32
195701,53
195702,45
195703,32
195705,17
195706,21
195710,24
195711,66
195712,16
195714,16
195715,9
195716,281
195758,81
195763,1
195766,9
195774,4
195776,10
195779,5
195780,9
197575,5
197578,3
197584,2
197587,1
197590,2
198262,3
198263,3
198271,1041
198272,380
198275,79
198276,1
198277,15
198282,68
198283,43
198284,478
198285,424
198287,236
198288,4
198289,52
198290,17
198295,25
198296,703
198297,366
198306,90
198310,170
198311,516
198313,75
198330,2
198331,5
198332,312
198334,40
198335,3
198336,20
198337,1
198338,32
198339,136
198341,283
198342,1009
198343,943
198344,50
198345,14
198346,11
198347,90
198355,10
198356,8
198358,210
198362,67
198363,7
198364,23
198365,25
198371,1
198372,2
198373,8
198374,1
198375,5
198376,1
198377,5
198378,16
198379,1
198380,5
198382,99
198670,17
198671,28
198672,57
198673,35
198674,44
198675,297
198676,55
198677,41
198678,5
198679,377
198681,217
198682,180
198683,3
198684,43
198685,4
198686,11
198687,3
198688,8
198690,1
198691,128
198692,19
198693,18
198694,84
198695,15
198696,204
198697,80
198700,8
198701,12
198702,77
198703,13
198704,14
198706,25
198707,114
198708,12
198709,16
198710,29
198711,1
198712,167
198713,1
198714,87
198715,4
198716,7
198717,31
198718,66
198719,69
198720,43
198721,32
198722,37
198723,148
198724,68
198725,26
198726,41
198727,61
198728,13
198729,339
198730,76
198731,113
198732,52
198733,12
198734,28
198735,49
198736,28
198737,13
198738,8
198739,8
198740,45
198744,68
198745,57
198746,12
198747,18
198748,21
198749,5
198750,36
198751,17
198752,39
198753,10
198754,14
198756,1
198757,30
198758,113
198759,10
198760,14
198761,42
198762,59
198763,13
198764,37
198765,54
198766,20
198767,140
198768,33
198769,113
198770,8
198771,48
198772,28
198773,26
198774,34
198781,27
198782,10
198783,7
198784,59
198785,64
198786,10
198787,41
198790,79
198797,22
198804,131
198805,830
198806,121
198807,54
198808,48
198813,145
198816,18
198817,15
198818,67
198819,12
198820,5
198821,15
198822,39
198824,19
198827,16
198828,6
198829,5
198830,9
198831,10
198832,3
198833,14
198835,2
198836,37
198837,12
198839,14
198840,22
198841,6
198842,28
198843,50
198844,39
198847,28
198849,1
198852,21
198853,11
198855,14
198856,16
198857,8
198858,44
198859,7
198860,113
198861,113
198862,35
198863,2
198864,6
198865,10
198866,13
198868,17
198869,9
198870,7
198872,10
198876,9
198877,12
198879,53
198881,74
198882,5
198883,3
198884,12
198885,37
198886,2
198887,18
198888,5
198891,1
198892,18
198893,73
198897,80
198898,24
198899,48
198900,32
198901,74
198902,5
198903,81
198904,6
198905,1
198906,1
198907,124
198908,69
198909,8
198910,229
198911,1
198912,72
198913,103
198914,2
198915,4
198916,13
198917,27
198918,10
198919,20
198922,6
198923,16
198924,3
198926,28
198928,233
198929,149
198930,3
198931,149
198932,65
198933,72
198934,7
198935,11
198936,11
198937,124
198938,89
198940,3
198942,4
198943,1
198944,61
198945,3
198946,4
198947,6
198948,88
198949,108
198950,283
198951,320
198952,138
198953,300
198954,76
198955,133
198956,57
198957,9
198958,436
198959,320
198960,28
198961,10
198962,60
198963,315
198964,155
198965,10
198966,36
198967,76
198968,94
198969,53
198970,192
198971,69
198972,165
198973,131
198974,283
198975,23
198976,374
198977,722
198978,35
198979,70
198980,2
198981,454
198982,1
198983,50
198985,4
198986,10
198987,5
198989,5
199052,52
199053,1482
199054,123
199055,75
199057,321
199058,98
199059,155
199061,8
199062,17
199063,93
199064,1903
199065,88
199066,557
199067,455
199068,2
199069,52
199070,30
199071,26
199072,955
199073,131
199075,138
199076,30
199077,89
199078,155
199079,498
199080,372
199081,1004
199082,78
199083,115
199084,66
199086,116
199087,59
199088,141
199089,62
199090,327
199092,80
199097,31
199098,469
199099,59
199100,117
199101,22
199102,54
199105,55
199106,55
199107,71
199111,29
199112,24
199113,14
199114,44
199115,56
199116,6
199117,14
199118,165
199119,208
199121,10
199122,4
199123,159
199124,13
199125,31
199126,126
199128,586
199133,399
199134,184
199135,16
199136,5
199139,17
199140,13
199145,13
199146,260
199148,412
199150,192
199152,21
199154,284
199155,169
199167,885
199174,363
199175,134
199176,34
199177,186
199180,166
199184,97
199185,37
199186,115
199187,218
199188,450
199190,31
199191,25
199196,355
199198,6
199199,12
199202,6
199203,12
199207,130
199208,44
199209,109
199211,2235
199212,2337
199213,27
199214,117
199216,155
199217,203
199218,269
199219,597
199221,454
199222,232
199223,30
199224,164
199225,731
199227,471
199228,25
199229,1
199233,3
199235,49
199236,3
199237,203
199238,504
199239,1261
199240,354
199241,30
199242,203
199244,9
199245,10
199246,70
199247,9
199248,68
199249,6
199253,23
199254,133
199256,29
199257,20
199259,431
199260,23
199261,24
199273,53
199277,214
199278,76
199282,270
199284,464
199287,44
199288,962
199290,1368
199291,16
199292,400
199294,243
199295,52
199296,136
199297,130
199299,7
199300,17
199302,6
199303,8
199307,3
199308,3
199310,9
199311,6
199312,460
199313,48
199314,289
199315,238
199316,504
199317,280
199318,37
199321,153
199322,3
199323,4
199325,27
199326,14
199327,7
199328,40
199329,11
199330,7
199331,5
199337,53
199339,19
199340,34
199341,93
199345,1
199346,25
199350,176
199352,2068
199353,3555
199359,2
199362,18
199363,51
199369,13
199371,12
199372,13
199373,99
199374,5
199375,45
199378,13
199380,10
199383,7
199387,297
199393,116
199394,46
199395,216
199396,5
199397,131
199400,41
199401,12
199402,154
199403,6
199406,28
199408,37
199409,8
199414,4
199420,50
199431,26
199437,38
199443,52
199446,1
199451,1
199454,12
199463,9
199468,6
199472,2
199473,14
199474,23
199475,7
199477,11
199523,8
199533,2
199534,57
199535,1
199536,2
199539,27
199541,7
199543,42
199544,22
199545,61
199546,12
199547,38
199548,18
